country_name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
OECD members,5814252.625,5935865.405,6200226.125,6544791.543,6872941.421,7166296.463,7489475.061,7813581.906,8228863.27,8729584.645,9470660.201,9648471.138,10118139.54,10626501.43,10397261.46,10083212.69,10606921.6,10824907.08,11114619.27,11409834.93,11156237.75,10742647.86,10389282.66,10328381.38,10591859.24,10704890.88,10706017.16,11046188.87,11405387.59,11745150.88,11335120,11381640,11414640,11514160,11709340,11864240,12243580,12507080,12510280,12561260,12882420,12900160,12796390,13022110,13151290,13190770,13124420,13294680,12976000,12207250,12688450,12449720,12262310,12321670,12094430,12032840,11961830,11924640,11998460,,
Oman,,,,,11.001,25.669,29.336,135.679,161.348,234.688,234.688,2093.857,2090.19,2112.192,2335.879,7256.993,8327.757,8507.44,7796.042,7722.702,6046.883,6017.547,5735.188,7532.018,8060.066,8661.454,9875.231,9464.527,10586.629,10065.915,11890,16100,14900,14080,13810,15600,15820,17240,17280,20430,22540,25280,26940,27670,27520,27870,37520,41030,40080,42730,46470,52380,58650,60990,64470,68300,69540,69900,73370,,
Other small states,7440.483996,9275.123886,9465.522323,20168.63449,21826.70282,21813.12478,21758.81261,24902.12938,29009.48714,28038.65713,47176.9076,51534.83201,61118.28819,73964.59136,65886.47781,65126.82313,66340.91409,70254.49219,81140.61499,84701.49628,80876.09238,70898.84214,73835.72137,67141.26455,72099.36783,75809.467,77640.77738,77932.43051,85372.97675,94400.65865,85989.77816,84153.80822,80081.68474,78639.04803,79805.43516,79672.4261,83550.15173,86640.05447,89034.21753,91254.44566,91193.05686,94999.16223,100841.3293,108174.8728,113843.5589,128459.5765,136421.6977,145761.105,153260.7798,151129.5049,161514.4433,166159.014,174865.0708,180585.3321,187039.4758,185983.8915,187944.2623,192096.227,197072.5527,,
Pakistan,14154.62,14656.999,16105.464,18514.683,19035.397,19974.149,20326.181,21572.961,24737.582,23993.181,24337.879,23076.431,18929.054,20036.488,21418.947,23219.444,22838.076,24389.217,26138.376,28250.568,32067.915,34400.127,37385.065,40303.997,42856.229,47175.955,49453.162,53534.533,58213.625,60956.541,61050,60310,66920,73740,76250,82730,85820,89320,90170,98750,98370,99810,102300,105660,118650,121670,132480,146260,142160,145140,140620,141640,143750,145100,153670,163590,180570,197700,208370,,
Panama,997.424,1103.767,1191.775,1184.441,1243.113,1529.139,1657.484,1697.821,2020.517,2053.52,2203.867,2603.57,2801.588,3241.628,3021.608,3663.333,3611.995,3461.648,2841.925,3193.957,3124.284,3340.637,3292.966,3494.651,2882.262,2629.239,2753.917,3201.291,2929.933,2522.896,2690,3130,3640,3800,4040,4360,4410,4640,5720,5010,5280,6220,5410,5530,5610,7120,7490,7480,7300,8700,9190,9990,10460,10610,11280,10700,10770,10250,10140,,
Peru,8173.743,8643.119,9970.573,10234.597,12266.115,11965.421,13256.205,13655.908,14502.985,15302.391,17784.95,18613.692,18173.652,19757.796,21360.275,21965.33,22442.04,23340.455,22460.375,22273.358,24121.526,24103.191,23670.485,20450.859,20692.881,19512.107,21847.986,25782.677,25107.949,21840.652,20630,19750,20690,21540,22360,25400,27740,27950,26640,28840,28430,26360,27550,26940,31300,31350,31080,34110,38560,41680,45570,48580,48370,49520,52810,53820,56530,53990,54280,,
Philippines,8335.091,8723.793,10348.274,11485.044,12838.167,13982.271,16123.799,18232.324,22251.356,22860.078,24781.586,27586.841,26442.737,31543.534,30531.442,32526.29,35129.86,36754.341,37476.74,38136.8,37000.03,34664.151,34997.848,35415.886,30993.484,28048.883,29207.655,32683.971,37729.763,39141.558,40840,40360,43730,47460,51500,61800,67490,75330,74930,72430,73190,71670,72940,74770,76320,78100,70810,74560,76730,77520,83570,84470,88060,97800,104410,113670,124920,136590,142240,,
Palau,14.668,51.338,51.338,55.005,58.672,66.006,66.006,73.34,77.007,132.012,135.679,165.015,172.349,176.016,194.351,194.351,113.677,183.35,110.01,124.678,157.681,157.681,157.681,157.681,157.681,161.348,161.348,161.348,183.35,227.354,0,0,200,200,200,200,200,200,200,200,210,220,220,220,230,260,250,240,210,200,210,220,210,220,220,220,260,270,290,,
Papua New Guinea,179.683,201.685,198.018,256.69,267.691,304.361,341.031,436.373,502.379,557.384,693.063,825.075,1268.782,1345.789,1587.811,1532.806,1573.143,1580.477,1675.819,1796.83,1829.833,1932.509,1947.177,2009.516,2046.186,2126.86,2064.521,2335.879,2200.2,2035.185,2170,2180,2180,2210,2050,2130,2230,2400,2650,2600,2820,3380,3610,4070,4910,4880,4740,5040,4740,5010,5020,5150,4900,5230,5870,6430,7630,7700,7460,,
Poland,199767.159,207434.856,216815.042,231219.018,243114.766,247221.806,252678.302,259282.569,276073.762,293653.36,304441.674,313246.141,329952.993,336128.221,346876.198,375559.472,399035.606,419024.423,432056.941,442489.556,464575.897,410062.275,422211.046,422339.391,433894.108,445899.866,453369.545,465353.301,445976.873,423787.856,350220,351630,343370,344020,339750,340000,355320,344630,318410,308980,295710,293600,287280,297700,301820,301350,314090,313370,308320,297260,313740,310590,303350,298330,285740,289050,299740,312820,312740,,
Pre-demographic dividend,29368.23959,31327.222,32675.82674,35187.76806,38477.99938,56446.56939,67496.69973,59237.04397,57098.54943,70998.76396,84500.33927,103687.1806,115616.5526,128082.411,142966.184,129259.7007,149437.5516,140656.3118,140339.6358,175911.667,170990.1491,153602.7727,151784.6798,154031.2167,164634.275,171310.5507,171720.3667,169138.5257,199103.5286,180006.1017,184055.0153,173295.7826,203470.4014,227648.4149,236589.7179,239965.516,250650.4746,268117.4419,227293.6012,212290.0541,225894.6219,246737.3873,247294.9516,249108.306,261052.1325,291494.2008,290400.1098,288769.1038,308381.6976,323101.2734,362843.115,393254.7919,415673.5264,441800.7689,461688.9714,455631.6508,472632.5305,479921.5062,513004.5719,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",23817.165,26457.405,30722.126,32863.654,35657.908,44268.024,47648.998,52445.434,59328.393,64143.164,73552.686,107560.444,89599.478,97428.523,101718.913,107740.127,110189.683,113867.684,108451.525,110571.051,114439.736,114799.102,117344,125668.09,135220.625,144897.838,157504.984,176423.037,201908.687,214636.844,123370,117350,104700,96710,88760,83420,74010,67520,60940,66580,71820,74390,71200,72740,74320,77590,78940,65640,72830,55360,51620,37040,38500,27820,31420,25300,30090,22380,18120,,
Portugal,8225.081,9090.493,9303.179,10025.578,11023.002,11598.721,11851.744,12409.128,13010.516,14612.995,15258.387,16406.158,18349.668,20003.485,20714.883,21356.608,22423.705,22728.066,22742.734,25030.942,26985.453,27227.475,29255.326,30179.41,29064.642,27407.158,30520.441,31536.2,32925.993,41209.746,41070,42770,46770,45790,47300,50690,48740,50930,55600,62210,61660,61380,65610,60520,62130,65470,60450,58800,56840,56300,50940,49870,48220,46560,45930,49850,48760,53330,49780,,
Paraguay,304.361,363.033,392.369,410.704,432.706,550.05,513.38,487.711,590.387,520.714,744.401,634.391,715.065,869.079,953.42,839.743,1034.094,1158.772,1459.466,1331.121,1492.469,1389.793,1367.791,1415.462,1496.136,1551.141,1664.818,1892.172,2163.53,2244.204,2070,2020,2470,2820,3340,3780,3720,4110,4270,4270,3520,3620,3780,3940,3970,3700,3830,3950,4180,4370,5040,5220,5180,5300,5630,6370,7150,8000,8420,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,324.9130259,349.1602666,434.0911423,455.1635278,712.2466315,623.7188016,627.7427939,720.2946161,764.558531,836.9903919,965.7581444,1090.501905,1130.741827,1219.269657,1295.72551,1271.581557,1005.998067,1456.685201,1339.989425,1549.237023,1549.237023,1899.324351,1621.668884,1513.021093,1368.157371,1448.637217,1448.637217,1311.82148,1452.661209,1593.500938,1678.358209,1704.179104,1730,1750,1760,1810,1880,1880,1890,1930,2010,2270,2130,2340,2790,2720,2770,2660,2270,2340,2500,2480,2410,2570,2760,2950,3490,3590,3780,,
Post-demographic dividend,5936502.517,6053922.136,6327981.541,6679544.498,7015155.301,7322791.847,7650988.647,7989441.039,8412315.827,8928325.133,9699671.478,9854883.78,10335107.8,10853271.72,10581732.72,10206919.59,10714948.36,10909461.13,11187579.94,11466011.02,11125412.94,10723415.13,10312888.1,10273516.26,10536802.61,10620207.92,10595338.44,10913150.28,11321959.88,11631706.42,11364605.32,11326352.55,11263510.14,11262986.96,11330296.55,11463124.83,11734063.53,11953881.15,11934141.03,12002889.37,12285891.48,12327987.65,12213873.24,12425018.09,12513335.52,12509502.19,12396524.7,12527069.09,12186617.39,11397032.65,11856750.09,11601466.66,11390512.97,11455005.42,11206623.98,11060907.27,10951803.36,10847669.69,10935463.93,,
French Polynesia,36.67,58.672,47.671,66.006,66.006,84.341,121.011,139.346,154.014,161.348,194.351,227.354,216.353,209.019,216.353,212.686,264.024,275.025,311.695,282.359,293.36,330.03,337.364,421.705,458.375,586.72,605.055,608.722,572.052,542.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,176.016,161.348,190.684,6138.558,6274.237,6292.572,6277.904,6688.608,7080.977,7172.652,7568.688,9152.832,10784.647,12467.8,10487.62,10956.996,10384.944,9926.569,10531.624,14359.972,13098.524,12860.169,12354.123,11268.691,12332.121,12405.461,13296.542,11499.712,11928.751,14326.969,12540,14610,14680,15490,16250,17020,17910,19450,20810,22950,21730,23490,27600,28910,31910,41280,44980,51050,55230,57170,62270,65770,73290,74600,80400,83310,85280,87680,90170,,
Romania,53450.192,55775.07,63879.14,69529.987,72115.222,78723.156,84183.319,92129.708,100189.774,111649.149,120112.585,125829.438,132422.704,144960.177,150944.721,162257.416,174765.553,178399.55,193903.626,196074.49,196617.206,198153.679,195773.796,200562.898,189272.205,194343.666,202147.042,212165.286,212777.675,214141.799,172630,142380,125990,117640,115090,120730,123950,113420,99390,85500,88880,94110,93590,99620,96730,95810,98940,96440,95210,80520,77500,83950,81730,72010,71410,72900,71140,74100,74880,,
Russian Federation,1448637.349,1493932.133,1567950.528,1681524.852,1788304.225,1897052.777,2003392.11,2094843.423,2153698.773,2242938.885,2359142.448,2503944.944,2634955.853,2746751.682,2851891.906,2998311.549,3113979.73,3220146.714,3330904.782,3358623.635,3491017.003,3425062.341,3489821.561,3539850.442,3571709.338,3851989.149,3862509.772,3847244.051,3950345.423,3862616.115,2164870,2141420,2005430,1821790,1612870,1564900,1534380,1427060,1418510,1456150,1489500,1490530,1491720,1522190,1534120,1530850,1590090,1591510,1613140,1495170,1583160,1661780,1666860,1624020,1606860,1557530,1530900,1557190,1607550,,
Rwanda,106.343,139.346,84.341,84.341,36.67,47.671,44.004,40.337,55.005,58.672,58.672,62.339,66.006,69.673,73.34,176.016,267.691,267.691,289.693,297.027,495.045,601.388,608.722,696.73,634.391,616.056,597.721,616.056,696.73,689.396,520,470,480,480,460,450,460,480,480,500,520,520,520,510,520,510,510,540,530,560,570,650,720,780,810,930,1050,1050,1080,,
South Asia,151649.5095,162628.8255,179024.4573,194459.3073,191987.6777,209773.1427,216370.2668,219835.6821,241537.6166,244379.6239,249322.883,257320.724,245637.662,254691.485,263356.606,285677.635,297283.69,314921.96,321225.533,338423.763,359501.679,387715.577,402746.61,435192.226,447627.023,492357.089,526174.163,562132.765,606881.166,660778.732,643080,686710,717340,747010,786940,849830,891420,942110,961900,1037180,1075940,1095440,1133540,1167850,1254230,1312050,1400870,1540250,1629080,1781870,1884320,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,,
Saudi Arabia,2676.91,3571.658,6255.902,6945.298,7047.974,4220.717,6413.583,25507.652,29104.979,35302.209,45291.117,59808.77,70344.061,95136.648,98788.98,83336.242,101550.231,118176.409,115132.799,138135.89,169404.399,175491.619,158091.704,161050.973,155715.488,172653.361,204878.957,190706.002,202554.079,203738.52,166390,186610,199350,206210,218790,222400,234090,214930,230410,234530,244340,248600,266910,278110,294210,308970,328350,347530,382240,399630,439230,456670,488750,499380,536810,561140,556740,540700,514600,,
Sudan,1360.457,1386.126,1485.135,1679.486,1859.169,2427.554,2643.907,3186.623,3105.949,4184.047,4855.108,4983.453,5379.489,5427.16,5683.85,4239.052,3755.008,3806.346,3439.646,3571.658,3747.674,3641.331,3828.348,3909.022,3505.652,4074.037,4250.053,3351.638,4847.774,3758.675,5370,4800,4530,3190,4660,4470,4260,5190,4710,5180,5550,6090,7540,7750,8510,10060,12440,13420,14510,14980,15870,15350,15210,14500,15330,17800,20480,20340,20200,,
Senegal,828.742,814.074,814.074,861.745,924.084,1694.154,1719.823,700.397,-80.674,491.378,1309.119,1353.123,1455.799,1551.141,1851.835,2581.568,1774.828,2244.204,2629.239,2900.597,3351.638,3296.633,3054.611,2632.906,3307.634,2676.91,2662.242,2453.223,2742.916,3696.336,2330,2330,2570,2500,2610,2760,2930,3210,3600,3960,4060,4450,4580,4490,5390,5670,5570,6200,6400,6650,7030,7570,7460,8010,8570,9280,9920,9570,9860,,
Singapore,1393.46,2093.857,2577.901,3399.309,3703.67,2530.23,674.728,3058.278,5419.826,7205.655,18210.322,16593.175,22240.355,21220.929,21968.997,24543.231,30036.397,28309.24,33164.348,36123.617,31433.524,26849.774,29750.371,34997.848,33402.703,33417.371,35027.184,32599.63,36105.282,41888.141,29720,31290,32180,37370,39240,38880,39860,39500,37990,38470,42580,42270,41370,38220,39620,36900,37170,38290,38420,38830,42410,44770,43690,43920,44460,45500,46160,47430,47360,,
Solomon Islands,11.001,14.668,14.668,14.668,18.335,25.669,25.669,33.003,36.67,36.67,40.337,47.671,55.005,66.006,66.006,58.672,62.339,80.674,62.339,110.01,102.676,135.679,121.011,143.013,143.013,150.347,154.014,161.348,157.681,161.348,150,160,170,180,190,200,210,210,220,230,240,250,260,270,310,340,330,340,320,330,340,350,360,390,340,310,360,350,370,,
Sierra Leone,715.065,289.693,326.363,370.367,304.361,282.359,300.694,253.023,385.035,1107.434,872.746,803.073,678.395,539.049,520.714,524.381,451.041,513.38,711.398,678.395,608.722,693.063,553.717,689.396,616.056,663.727,674.728,498.712,458.375,374.034,340,360,460,460,480,250,300,230,260,150,400,430,530,580,570,480,630,540,550,550,590,770,890,1070,1180,940,960,970,1020,,
El Salvador,619.723,583.053,649.059,1125.769,1232.112,1041.428,1305.452,1158.772,1261.448,1191.775,1430.13,1510.804,1679.486,1969.179,1972.846,2108.525,2211.201,2288.208,2390.884,2390.884,2134.194,1833.5,1767.494,1903.173,1606.146,1987.514,1991.181,2449.556,2471.558,2588.902,2380,3060,3350,3920,4460,4960,4390,5320,5670,5610,5630,5870,5940,6510,6680,6840,7230,7630,6910,6680,6540,6780,6770,6460,6590,7000,7170,6380,6810,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,84.341,88.008,106.343,102.676,135.679,132.012,139.346,227.354,154.014,161.348,216.353,187.017,234.688,264.024,330.03,502.379,480.377,799.406,557.384,487.711,814.074,275.025,718.732,935.085,715.065,858.078,924.084,993.757,1008.425,957.087,730,700,680,640,630,590,570,550,520,500,490,510,570,580,580,580,580,620,620,610,630,630,630,650,650,650,660,660,690,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61910,52200,48900,43210,39640,45340,52690,57270,57300,40780,43990,46170,49710,53100,57550,51510,53760,52580,51350,47070,46660,50810,45450,46150,38720,45160,46240,46900,45540,,
Sub-Saharan Africa (excluding high income),126340.879,132144.4958,136778.8652,143395.4198,157400.0012,174708.1822,178263.0737,185331.8243,189405.2152,205609.2536,226696.1388,260928.289,275095.632,292316.6171,310261.2043,301257.2065,316866.8713,319488.9966,324867.5239,366340.3706,379182.4437,404866.5899,427253.4975,434056.8497,465753.6075,477484.1681,483526.619,476010.8544,506749.026,482254.7204,399090.9978,403327.6972,411110.2389,420832.9521,423993.0863,443892.8452,462298.3553,477190.3615,482167.8253,469042.6672,476503.8148,525551.5208,541321.903,570217.4432,605877.488,622152.684,627826.7908,651482.3641,689020.3161,659195.9185,707627.7517,712958.5851,739198.805,770638.2078,798329.0664,777470.2318,785390.5429,801150.5513,822805.4476,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,1450,1530,1970,1730,1520,1380,,
Sub-Saharan Africa,126346.1,132149.9567,136784.5176,143401.3456,157405.7369,174713.7282,178268.5808,185337.254,189410.6002,205614.4611,226723.4962,260959.0015,275137.3798,292361.9063,310313.7568,301313.5874,316945.4606,319571.2871,324942.2958,366459.447,379275.2705,404962.8655,427334.6086,434152.8058,465849.2168,477631.8671,483689.1713,476210.7877,506944.893,482488.1541,399239.2018,403506.2671,411288.744,421021.4772,424201.779,444091.2855,462537.0359,477539.9834,482608.2739,469563.9884,477085.6546,526193.5528,541862.8493,570768.259,606629.9479,622854.5351,628568.9822,652133.5041,689721.6425,659705.6512,708066.4309,713356.8377,739647.3326,771046.2194,798787.277,777968.888,785929.453,801739.7397,823424.7218,,
Small states,15506.16759,21523.57006,26317.17579,26322.76924,35145.48161,36937.08073,36652.43414,42819.77687,46257.86114,46843.89824,72026.74928,82022.09315,90749.98495,109181.1351,100835.7959,103373.984,108846.429,118530.5926,125018.3128,128895.3253,127746.1677,110486.4889,111077.8031,100886.0018,105159.0833,112996.7848,108299.7423,110397.234,113526.7362,125341.8621,116102.9461,113585.4735,110388.6159,108974.0296,111121.3513,111813.3791,116128.3762,120077.0056,124127.4038,126712.3312,126101.7185,131627.7642,137856.0147,145184.3482,151963.8189,170218.5857,182160.4018,191450.7128,195518.3625,202227.4737,203723.967,209810.3762,220175.3503,224574.4381,230018.0582,228390.9983,228009.3423,231343.8107,237761.658,,
Sao Tome and Principe,11.001,11.001,11.001,7.334,11.001,11.001,11.001,11.001,14.668,14.668,14.668,11.001,11.001,14.668,18.335,18.335,29.336,29.336,33.003,33.003,40.337,44.004,47.671,55.005,51.338,55.005,51.338,51.338,47.671,47.671,50,50,40,50,50,50,50,50,50,50,50,50,60,70,70,80,80,80,90,90,100,100,120,120,120,120,120,130,140,,
Suriname,432.706,429.039,495.045,531.715,605.055,795.739,1096.433,1334.788,1452.132,1521.805,1609.813,1716.156,1745.492,2108.525,1602.479,2020.517,1998.515,1899.506,2394.551,2295.542,2372.549,2031.518,1873.837,1375.125,1554.808,1598.812,1760.16,1760.16,1877.504,1855.502,1740,2020,2030,2040,2040,2060,2080,2100,2100,2120,1480,1520,1120,1230,1390,1690,1530,1410,1460,1450,1740,1950,2440,2290,2640,2750,2310,2130,2080,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54810,47940,46100,44320,41700,42370,42170,42270,41400,40660,38070,38580,38080,38340,37440,38520,37880,37220,37050,33840,35450,34130,32370,32940,30450,30750,31500,33580,33000,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13530,12740,12830,13560,13610,14470,15290,15730,15500,14910,14540,15380,15520,15420,15710,15930,16310,16300,17390,15530,15810,15730,15170,14600,13170,13170,13930,14140,14050,,
Sweden,49222.141,48851.774,51326.999,55371.7,60432.16,62628.693,72591.932,69001.939,77685.395,86467.86,92379.064,84590.356,84781.04,87366.275,79889.262,80824.347,88308.694,85804.133,79533.563,84927.72,71759.523,69430.978,62291.329,58297.966,57333.545,62394.005,62038.306,59717.095,57443.555,55533.048,53350,54240,56750,56510,58490,58230,63650,57380,58360,57270,53280,52500,54020,55200,53590,50210,48900,47140,46150,42880,48130,44590,42150,40550,39100,39200,38790,38330,36000,,
Eswatini,33.003,3.667,,,11.001,80.674,201.685,227.354,278.692,304.361,366.7,399.703,381.368,370.367,311.695,337.364,333.697,341.031,440.04,447.374,465.709,436.373,436.373,271.358,333.697,440.04,458.375,436.373,436.373,436.373,950,940,830,730,1040,1000,780,1110,1140,1220,1130,1080,1070,1000,990,1010,1010,1040,1020,1070,1010,1020,1060,1550,960,1030,1230,1040,1090,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,7.334,7.334,7.334,7.334,7.334,7.334,7.334,29.336,33.003,44.004,47.671,55.005,58.672,80.674,84.341,77.007,121.011,95.342,99.009,84.341,99.009,99.009,150.347,165.015,201.685,198.018,234.688,150,180,180,190,210,200,240,350,440,520,580,640,540,550,750,700,740,650,700,510,440,400,450,410,460,500,540,590,620,,
Syrian Arab Republic,3223.293,3065.612,3204.958,3611.995,4367.397,3678.001,4917.447,4609.419,5962.542,7242.325,6659.272,8885.141,7766.706,7895.051,9666.212,11184.35,13758.584,14664.333,15221.717,22548.383,20802.891,26637.088,24488.226,27960.875,33091.008,29651.362,31352.85,36226.293,36945.025,34565.142,29570,32110,31400,30760,31880,33690,36810,37150,40050,39280,39530,41300,41990,42280,44680,55600,58830,62120,64060,59160,59700,55920,45990,30530,27070,26040,26460,29100,27910,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,55.005,51.338,84.341,91.675,99.009,106.343,84.341,117.344,124.678,161.348,124.678,150.347,121.011,161.348,150.347,183.35,183.35,198.018,194.351,201.685,209.019,209.019,205.352,205.352,216.353,179.683,187.017,198.018,66.006,102.676,390,400,410,410,420,440,450,460,470,490,510,520,530,760,770,800,820,880,950,970,1030,820,890,920,940,970,1020,1020,1070,,
East Asia & Pacific (IDA & IBRD countries),828649.5103,606128.696,496309.2708,494042.717,500163.8794,543027.8391,594700.768,512156.1063,560095.6752,675037.6864,901269.0304,1014388.37,1075354.358,1127085.964,1143856.745,1309547.514,1371951.102,1513048.637,1681581.599,1723415.035,1700211.726,1689484.734,1823984.71,1924033.622,2073412.028,2241944.991,2353410.357,2509422.995,2692460.317,2744393.628,2548192.683,2708400.515,2851545.383,3116695.182,3274301.007,3661945.332,3692926.477,3803720.572,3895693.971,3845192.105,4058990.006,4281208.218,4600010,5258850,6023610,6750030,7388280,7997390,8230190,8757280,9593300,10468910,10755870,11174430,11203670,11203310,11224570,11485600,11889820,,
Europe & Central Asia (IDA & IBRD countries),2635925.759,2726307.835,2878623.095,3087259.398,3288869.435,3476587.761,3664478,3837644.689,3975641.228,4168905.147,4372533.779,4626732.675,4874138.219,5083500.995,5272555.809,5564470.283,5806568.695,6020201.577,6233729.093,6290405.055,6518955.583,6352914.98,6491133.342,6580445.119,6632728.97,7102307.61,7159959.596,7189079.505,7304433.387,7161612.183,4395566.834,4269402.965,3956549.449,3628158.511,3252273.182,3166366.273,3094914.179,2941093.698,2892376.362,2867386.172,2914549.767,2904505.575,2929084.775,3035090.091,3057774.728,3059729.436,3201678.074,3248439.982,3303436.314,3042599.431,3210142.901,3371465.474,3353744.434,3288680.467,3187913.964,3113343.346,3153613.884,3223185.746,3278021.798,,
Togo,66.006,91.675,88.008,106.343,132.012,132.012,179.683,198.018,194.351,242.022,275.025,315.362,399.703,403.37,377.701,311.695,322.696,462.042,355.699,1382.459,718.732,627.057,733.4,546.383,608.722,550.05,707.731,766.403,792.072,836.076,970,920,750,630,910,980,1360,760,1200,1710,1270,1180,1340,1830,1780,1750,1570,1500,1570,2820,2630,2510,2230,1750,1590,1820,2300,2070,2260,,
Thailand,3714.671,4147.377,5034.791,5570.173,7480.68,7451.344,9479.195,12167.106,17099.221,14561.657,15375.731,19248.083,21836.985,24455.223,24246.204,24407.552,28778.616,32159.59,35067.521,36736.006,40135.315,38048.792,37909.446,42452.859,45973.179,48672.091,49702.518,56944.843,67003.424,78891.838,88560,97670,107440,122060,136220,154760,173590,176750,155690,162500,163140,171830,182810,190850,208810,216110,218090,224150,228310,221300,235520,234620,252070,262460,258660,263080,260720,260660,257860,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020,10170,7670,5160,3030,2510,2240,2510,2760,2540,2200,2150,2130,2170,2580,2450,2670,3250,3030,2390,2420,2540,2990,3160,4470,4760,5960,6370,7330,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44650,37790,28100,26630,32870,33430,29690,29940,30590,35770,36850,38090,39910,44410,46820,48360,49730,56200,56850,50380,57360,63410,66300,67780,69490,72080,72020,71960,71730,,
Latin America & the Caribbean (IDA & IBRD countries),272601.113,280400.822,295981.905,297430.37,321493.224,332952.599,350821.89,376630.236,402717.274,435848.619,480670.36,502936.384,528114.006,576038.029,611178.89,618010.511,650683.481,676550.499,733675.025,786828.19,827968.263,823083.819,844455.095,812640.203,816695.905,841580.167,874033.117,918909.863,939771.426,996606.259,846730,878870,903410,935790,982960,1004850,1084190,1149940,1194120,1182180,1221880,1225590,1233220,1248350,1303810,1357090,1392010,1450240,1507960,1468940,1553310,1615470,1671480,1717780,1730430,1722720,1687450,1656490,1633250,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,170,170,200,210,200,200,210,230,240,250,300,460,530,610,690,600,640,,
Middle East & North Africa (IDA & IBRD countries),80582.325,82001.454,83911.961,93097.796,104714.852,123702.578,148212.806,151252.749,184871.805,195524.44,208388.276,222623.57,233404.55,269183.469,278457.312,284790.221,338189.075,351470.949,374166.012,390260.475,363814.071,337455.675,360972.146,403248.989,435588.262,453156.859,463923.171,493420.519,530237.199,545898.956,522460,549730,589800,620440,664530,687940,707750,750290,730960,758190,786590,824990,851120,877010,933010,1018330,1072240,1121860,1164890,1224500,1244380,1253100,1314940,1341330,1389430,1376200,1389170,1426500,1461080,,
Tonga,11.001,11.001,11.001,11.001,11.001,11.001,11.001,14.668,14.668,11.001,25.669,18.335,22.002,25.669,22.002,33.003,29.336,29.336,36.67,40.337,40.337,47.671,44.004,47.671,47.671,47.671,47.671,55.005,69.673,69.673,80,90,80,90,90,100,80,90,100,110,100,100,100,120,130,130,150,130,130,140,120,110,110,120,110,110,150,180,190,,
South Asia (IDA & IBRD),151649.5095,162628.8255,179024.4573,194459.3073,191987.6777,209773.1427,216370.2668,219835.6821,241537.6166,244379.6239,249322.883,257320.724,245637.662,254691.485,263356.606,285677.635,297283.69,314921.96,321225.533,338423.763,359501.679,387715.577,402746.61,435192.226,447627.023,492357.089,526174.163,562132.765,606881.166,660778.732,643080,686710,717340,747010,786940,849830,891420,942110,961900,1037180,1075940,1095440,1133540,1167850,1254230,1312050,1400870,1540250,1629080,1781870,1884320,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,,
Sub-Saharan Africa (IDA & IBRD countries),126346.1,132149.9567,136784.5176,143401.3456,157405.7369,174713.7282,178268.5808,185337.254,189410.6002,205614.4611,226723.4962,260959.0015,275137.3798,292361.9063,310313.7568,301313.5874,316945.4606,319571.2871,324942.2958,366459.447,379275.2705,404962.8655,427334.6086,434152.8058,465849.2168,477631.8671,483689.1713,476210.7877,506944.893,482488.1541,399239.2018,403506.2671,411288.744,421021.4772,424201.779,444091.2855,462537.0359,477539.9834,482608.2739,469563.9884,477085.6546,526193.5528,541862.8493,570768.259,606629.9479,622854.5351,628568.9822,652133.5041,689721.6425,659705.6512,708066.4309,713356.8377,739647.3326,771046.2194,798787.277,777968.888,785929.453,801739.7397,823424.7218,,
